Area,ISOCode,Year,Age,Sex,Population
Kuwait,414,2015,20--24,Male,129.31
Kyrgyzstan,417,1970,20--24,Male,85
Kyrgyzstan,417,1975,20--24,Male,138.7
Kyrgyzstan,417,1980,20--24,Male,180.2
Kyrgyzstan,417,1985,20--24,Male,197.8
Kyrgyzstan,417,1990,20--24,Male,187.2
Kyrgyzstan,417,1995,20--24,Male,205.3
Kyrgyzstan,417,2000,20--24,Male,224.6
Kyrgyzstan,417,2005,20--24,Male,245.97
Kyrgyzstan,417,2010,20--24,Male,306.51
Kyrgyzstan,417,2015,20--24,Male,288.2
Lao People's Democratic Republic,418,1970,20--24,Male,113.7
Lao People's Democratic Republic,418,1975,20--24,Male,138.9
Lao People's Democratic Republic,418,1980,20--24,Male,139
Lao People's Democratic Republic,418,1985,20--24,Male,163.9
Lao People's Democratic Republic,418,1990,20--24,Male,192.8
Lao People's Democratic Republic,418,1995,20--24,Male,221.7
Lao People's Democratic Republic,418,2000,20--24,Male,245.7
Lao People's Democratic Republic,418,2005,20--24,Male,275.79
Lao People's Democratic Republic,418,2010,20--24,Male,332.21
Lao People's Democratic Republic,418,2015,20--24,Male,377.24
Lebanon,422,1970,20--24,Male,95.6
Lebanon,422,1975,20--24,Male,132.1
Lebanon,422,1980,20--24,Male,127.2
Lebanon,422,1985,20--24,Male,137.8
Lebanon,422,1990,20--24,Male,141.6
Lebanon,422,1995,20--24,Male,164.9
Lebanon,422,2000,20--24,Male,163.5
Lebanon,422,2005,20--24,Male,189.53
Lebanon,422,2010,20--24,Male,188.35
Lebanon,422,2015,20--24,Male,195.55
Lesotho,426,1970,20--24,Male,41.2
Lesotho,426,1975,20--24,Male,46.6
Lesotho,426,1980,20--24,Male,56.4
Lesotho,426,1985,20--24,Male,59.5
Lesotho,426,1990,20--24,Male,68.5
Lesotho,426,1995,20--24,Male,79.2
Lesotho,426,2000,20--24,Male,99.9
Lesotho,426,2005,20--24,Male,115.8
Lesotho,426,2010,20--24,Male,124.07
Lesotho,426,2015,20--24,Male,127.41
Latvia,428,1970,20--24,Male,86.1
Latvia,428,1975,20--24,Male,94.7
Latvia,428,1980,20--24,Male,102.5
Latvia,428,1985,20--24,Male,98.1
Latvia,428,1990,20--24,Male,95.4
Latvia,428,1995,20--24,Male,88.2
Latvia,428,2000,20--24,Male,81.31
Latvia,428,2005,20--24,Male,88.58
Latvia,428,2010,20--24,Male,95.19
Latvia,428,2015,20--24,Male,67.02
Liberia,430,1970,20--24,Male,58.07
Liberia,430,1975,20--24,Male,68.13
Liberia,430,1980,20--24,Male,81.43
Liberia,430,1985,20--24,Male,95.48
Liberia,430,1990,20--24,Male,93.43
Liberia,430,1995,20--24,Male,96.67
Liberia,430,2000,20--24,Male,135.74
Liberia,430,2005,20--24,Male,153.06
Liberia,430,2010,20--24,Male,185.62
Liberia,430,2015,20--24,Male,232.36
Libyan Arab Jamahiriya,434,1970,20--24,Male,91.8
Libyan Arab Jamahiriya,434,1975,20--24,Male,113.5
Libyan Arab Jamahiriya,434,1980,20--24,Male,139
Libyan Arab Jamahiriya,434,1985,20--24,Male,175.7
Libyan Arab Jamahiriya,434,1990,20--24,Male,204.75
Libyan Arab Jamahiriya,434,1995,20--24,Male,256.76
Libyan Arab Jamahiriya,434,2000,20--24,Male,300.56
Libyan Arab Jamahiriya,434,2005,20--24,Male,350.82
Libyan Arab Jamahiriya,434,2010,20--24,Male,295.74
Libyan Arab Jamahiriya,434,2015,20--24,Male,273.84
Lithuania,440,1970,20--24,Male,108.4
Lithuania,440,1975,20--24,Male,123.6
Lithuania,440,1980,20--24,Male,147.6
Lithuania,440,1985,20--24,Male,152.7
Lithuania,440,1990,20--24,Male,143.9
Lithuania,440,1995,20--24,Male,135.3
Lithuania,440,2000,20--24,Male,119.97
Lithuania,440,2005,20--24,Male,129.51
Lithuania,440,2010,20--24,Male,138.39
Lithuania,440,2015,20--24,Male,116.03
Luxembourg,442,1970,20--24,Male,11.5
Luxembourg,442,1975,20--24,Male,14.1
Luxembourg,442,1980,20--24,Male,14.4
Luxembourg,442,1985,20--24,Male,14.8
Luxembourg,442,1990,20--24,Male,14.5
Luxembourg,442,1995,20--24,Male,13.2
Luxembourg,442,2000,20--24,Male,12.84
Luxembourg,442,2005,20--24,Male,13.41
Luxembourg,442,2010,20--24,Male,15.3
Luxembourg,442,2015,20--24,Male,18.93
Macao Special Administrative Region of China,446,1970,20--24,Male,12.3
Macao Special Administrative Region of China,446,1975,20--24,Male,15.4
Macao Special Administrative Region of China,446,1980,20--24,Male,16.8
Macao Special Administrative Region of China,446,1985,20--24,Male,15.5
Macao Special Administrative Region of China,446,1990,20--24,Male,12.7
Macao Special Administrative Region of China,446,1995,20--24,Male,12.2
Macao Special Administrative Region of China,446,2000,20--24,Male,12.8
Macao Special Administrative Region of China,446,2005,20--24,Male,18.45
Macao Special Administrative Region of China,446,2010,20--24,Male,22.55
Macao Special Administrative Region of China,446,2015,20--24,Male,22.77
Madagascar,450,1970,20--24,Male,244.6
Madagascar,450,1975,20--24,Male,326.5
Madagascar,450,1980,20--24,Male,377.1
Madagascar,450,1985,20--24,Male,436.4
Madagascar,450,1990,20--24,Male,506.9
Madagascar,450,1995,20--24,Male,601.4
Madagascar,450,2000,20--24,Male,696.9
Madagascar,450,2005,20--24,Male,736.8
Madagascar,450,2010,20--24,Male,923.27
Madagascar,450,2015,20--24,Male,1114.71
Malawi,454,1970,20--24,Male,203
Malawi,454,1975,20--24,Male,212.2
Malawi,454,1980,20--24,Male,250
Malawi,454,1985,20--24,Male,300.5
Malawi,454,1990,20--24,Male,391.5
Malawi,454,1995,20--24,Male,432.5
Malawi,454,2000,20--24,Male,532.2
Malawi,454,2005,20--24,Male,567.6
Malawi,454,2010,20--24,Male,685.34
Malawi,454,2015,20--24,Male,828.08
Malaysia,458,1970,20--24,Male,458.2
Malaysia,458,1975,20--24,Male,559.7
Malaysia,458,1980,20--24,Male,668
Malaysia,458,1985,20--24,Male,822.2
Malaysia,458,1990,20--24,Male,839.2
Malaysia,458,1995,20--24,Male,935.8
Malaysia,458,2000,20--24,Male,1053.12
Malaysia,458,2005,20--24,Male,1181.82
Malaysia,458,2010,20--24,Male,1261.67
Malaysia,458,2015,20--24,Male,1351.55
Maldives,462,1970,20--24,Male,3
Maldives,462,1975,20--24,Male,4.6
Maldives,462,1980,20--24,Male,7
Maldives,462,1985,20--24,Male,8.8
Maldives,462,1990,20--24,Male,9.5
Maldives,462,1995,20--24,Male,10.1
Maldives,462,2000,20--24,Male,11.7
Maldives,462,2005,20--24,Male,16.4
Maldives,462,2010,20--24,Male,19.88
Maldives,462,2015,20--24,Male,19.41
Mali,466,1970,20--24,Male,251
Mali,466,1975,20--24,Male,290.7
Mali,466,1980,20--24,Male,312.3
Mali,466,1985,20--24,Male,344
Mali,466,1990,20--24,Male,370.9
Mali,466,1995,20--24,Male,450.2
Mali,466,2000,20--24,Male,535.25
Mali,466,2005,20--24,Male,625.34
Mali,466,2010,20--24,Male,707.07
Mali,466,2015,20--24,Male,807.67
Malta,470,1970,20--24,Male,16.6
Malta,470,1975,20--24,Male,14.3
Malta,470,1980,20--24,Male,16.5
Malta,470,1985,20--24,Male,15.2
Malta,470,1990,20--24,Male,12.4
Malta,470,1995,20--24,Male,13.4
Malta,470,2000,20--24,Male,15.6
Malta,470,2005,20--24,Male,15.8
Malta,470,2010,20--24,Male,16.03
Malta,470,2015,20--24,Male,14.76
Martinique,474,1970,20--24,Male,11.8
Martinique,474,1975,20--24,Male,11.7
Martinique,474,1980,20--24,Male,16.5
Martinique,474,1985,20--24,Male,16.8
Martinique,474,1990,20--24,Male,16.4
Martinique,474,1995,20--24,Male,13.2
Martinique,474,2000,20--24,Male,10.7
Martinique,474,2005,20--24,Male,11.4
Martinique,474,2010,20--24,Male,14.7
Martinique,474,2015,20--24,Male,14.35
Mauritania,478,1970,20--24,Male,45.9
Mauritania,478,1975,20--24,Male,56.31
Mauritania,478,1980,20--24,Male,68.87
Mauritania,478,1985,20--24,Male,79.92
Mauritania,478,1990,20--24,Male,91.97
Mauritania,478,1995,20--24,Male,108.43
Mauritania,478,2000,20--24,Male,127.63
Mauritania,478,2005,20--24,Male,146.59
Mauritania,478,2010,20--24,Male,165
Mauritania,478,2015,20--24,Male,185.21
Mauritius,480,1970,20--24,Male,38.5
Mauritius,480,1975,20--24,Male,41.3
Mauritius,480,1980,20--24,Male,44.8
Mauritius,480,1985,20--24,Male,62.1
Mauritius,480,1990,20--24,Male,60.1
Mauritius,480,1995,20--24,Male,51
Mauritius,480,2000,20--24,Male,57.44
Mauritius,480,2005,20--24,Male,48.26
Mauritius,480,2010,20--24,Male,53.18
Mauritius,480,2015,20--24,Male,56.17
Mexico,484,1970,20--24,Male,2004.4
Mexico,484,1975,20--24,Male,2575.8
Mexico,484,1980,20--24,Male,3137.6
Mexico,484,1985,20--24,Male,3503.3
Mexico,484,1990,20--24,Male,4038.9
Mexico,484,1995,20--24,Male,4693.3
Mexico,484,2000,20--24,Male,4803.8
Mexico,484,2005,20--24,Male,4661.5
Mexico,484,2010,20--24,Male,4811.23
Mexico,484,2015,20--24,Male,5305.03
Mongolia,496,1970,20--24,Male,41.1
Mongolia,496,1975,20--24,Male,55.2
Mongolia,496,1980,20--24,Male,68
Mongolia,496,1985,20--24,Male,94.3
Mongolia,496,1990,20--24,Male,105.9
Mongolia,496,1995,20--24,Male,115.5
Mongolia,496,2000,20--24,Male,119.06
Mongolia,496,2005,20--24,Male,133.67
Mongolia,496,2010,20--24,Male,159.72
Mongolia,496,2015,20--24,Male,138.42
Republic of Moldova,498,1970,20--24,Male,107.6
Republic of Moldova,498,1975,20--24,Male,169.6
Republic of Moldova,498,1980,20--24,Male,179.3
Republic of Moldova,498,1985,20--24,Male,172.5
Republic of Moldova,498,1990,20--24,Male,147
Republic of Moldova,498,1995,20--24,Male,159
Republic of Moldova,498,2000,20--24,Male,158.5
Republic of Moldova,498,2005,20--24,Male,162.37
Republic of Moldova,498,2010,20--24,Male,174.74
Republic of Moldova,498,2015,20--24,Male,132.59
Montenegro,499,1970,20--24,Male,21.6
Montenegro,499,1975,20--24,Male,27.1
Montenegro,499,1980,20--24,Male,28.3
Montenegro,499,1985,20--24,Male,26.7
Montenegro,499,1990,20--24,Male,25.6
Montenegro,499,1995,20--24,Male,25.5
Montenegro,499,2000,20--24,Male,25
Montenegro,499,2005,20--24,Male,24.97
Montenegro,499,2010,20--24,Male,25.45
Montenegro,499,2015,20--24,Male,21.62
Morocco,504,1970,20--24,Male,509.2
Morocco,504,1975,20--24,Male,710
Morocco,504,1980,20--24,Male,967.5
Morocco,504,1985,20--24,Male,1010.5
Morocco,504,1990,20--24,Male,1158.1
Morocco,504,1995,20--24,Male,1286
Morocco,504,2000,20--24,Male,1367
Morocco,504,2005,20--24,Male,1518.82
Morocco,504,2010,20--24,Male,1535.77
Morocco,504,2015,20--24,Male,1510.74
Mozambique,508,1970,20--24,Male,396.9
Mozambique,508,1975,20--24,Male,445.9
Mozambique,508,1980,20--24,Male,519.2
Mozambique,508,1985,20--24,Male,559.6
Mozambique,508,1990,20--24,Male,542.4
Mozambique,508,1995,20--24,Male,639
Mozambique,508,2000,20--24,Male,797.4
Mozambique,508,2005,20--24,Male,932.61
Mozambique,508,2010,20--24,Male,1057.87
Mozambique,508,2015,20--24,Male,1212.3
Oman,512,1970,20--24,Male,32.98
Oman,512,1975,20--24,Male,40.23
Oman,512,1980,20--24,Male,51.7
Oman,512,1985,20--24,Male,62.31
Oman,512,1990,20--24,Male,80.01
Oman,512,1995,20--24,Male,89.07
Oman,512,2000,20--24,Male,134.39
Oman,512,2005,20--24,Male,129.89
Oman,512,2010,20--24,Male,209.79
Oman,512,2015,20--24,Male,174.38
Namibia,516,1970,20--24,Male,33.3
Namibia,516,1975,20--24,Male,38
Namibia,516,1980,20--24,Male,40.1
Namibia,516,1985,20--24,Male,47.5
Namibia,516,1990,20--24,Male,65.8
Namibia,516,1995,20--24,Male,79.8
Namibia,516,2000,20--24,Male,92.6
Namibia,516,2005,20--24,Male,99.26
Namibia,516,2010,20--24,Male,113.32
Namibia,516,2015,20--24,Male,128.09
Nepal,524,1970,20--24,Male,507.8
Nepal,524,1975,20--24,Male,588.8
Nepal,524,1980,20--24,Male,670
Nepal,524,1985,20--24,Male,756.8
Nepal,524,1990,20--24,Male,861.8
Nepal,524,1995,20--24,Male,966.1
Nepal,524,2000,20--24,Male,1125.44
Nepal,524,2005,20--24,Male,1298.79
Nepal,524,2010,20--24,Male,1481.54
Nepal,524,2015,20--24,Male,1668.91
Netherlands,528,1970,20--24,Male,598.4
Netherlands,528,1975,20--24,Male,573.7
Netherlands,528,1980,20--24,Male,606.4
Netherlands,528,1985,20--24,Male,645.8
Netherlands,528,1990,20--24,Male,644.8
Netherlands,528,1995,20--24,Male,581
Netherlands,528,2000,20--24,Male,483.24
Netherlands,528,2005,20--24,Male,490.08
Netherlands,528,2010,20--24,Male,505.46
Netherlands,528,2015,20--24,Male,537.21
Netherlands Antilles,530,1970,20--24,Male,7.6
Netherlands Antilles,530,1975,20--24,Male,8.6
Netherlands Antilles,530,1980,20--24,Male,8.3
Netherlands Antilles,530,1985,20--24,Male,7.5
Netherlands Antilles,530,1990,20--24,Male,7.7
Netherlands Antilles,530,1995,20--24,Male,6.1
Netherlands Antilles,530,2000,20--24,Male,4.36
Netherlands Antilles,530,2005,20--24,Male,4.59
Netherlands Antilles,530,2010,20--24,Male,5.47
Netherlands Antilles,530,2015,20--24,Male,6.33
Aruba,533,1970,20--24,Male,2.4
Aruba,533,1975,20--24,Male,2.8
Aruba,533,1980,20--24,Male,3.1
Aruba,533,1985,20--24,Male,3.4
Aruba,533,1990,20--24,Male,2.2
Aruba,533,1995,20--24,Male,2.6
Aruba,533,2000,20--24,Male,2.4
Aruba,533,2005,20--24,Male,3.2
Aruba,533,2010,20--24,Male,3.47
Aruba,533,2015,20--24,Male,4.47
New Caledonia,540,1970,20--24,Male,4.9
New Caledonia,540,1975,20--24,Male,5.8
New Caledonia,540,1980,20--24,Male,6.4
New Caledonia,540,1985,20--24,Male,7
New Caledonia,540,1990,20--24,Male,7.6
New Caledonia,540,1995,20--24,Male,9.4
New Caledonia,540,2000,20--24,Male,9.3
New Caledonia,540,2005,20--24,Male,9.8
New Caledonia,540,2010,20--24,Male,10.11
New Caledonia,540,2015,20--24,Male,11.74
Vanuatu,548,1970,20--24,Male,3.8
Vanuatu,548,1975,20--24,Male,4.5
Vanuatu,548,1980,20--24,Male,5.4
Vanuatu,548,1985,20--24,Male,5.9
Vanuatu,548,1990,20--24,Male,6.1
Vanuatu,548,1995,20--24,Male,7
Vanuatu,548,2000,20--24,Male,8.3
Vanuatu,548,2005,20--24,Male,10.5
Vanuatu,548,2010,20--24,Male,11.71
Vanuatu,548,2015,20--24,Male,13.04
New Zealand,554,1970,20--24,Male,117.6
New Zealand,554,1975,20--24,Male,130.9
New Zealand,554,1980,20--24,Male,136.4
New Zealand,554,1985,20--24,Male,148.4
New Zealand,554,1990,20--24,Male,137
New Zealand,554,1995,20--24,Male,142.1
New Zealand,554,2000,20--24,Male,126.62
New Zealand,554,2005,20--24,Male,144.88
New Zealand,554,2010,20--24,Male,162.14
New Zealand,554,2015,20--24,Male,177.38
Nicaragua,558,1970,20--24,Male,89
Nicaragua,558,1975,20--24,Male,128.5
Nicaragua,558,1980,20--24,Male,154.7
Nicaragua,558,1985,20--24,Male,164
Nicaragua,558,1990,20--24,Male,178.5
Nicaragua,558,1995,20--24,Male,211.7
Nicaragua,558,2000,20--24,Male,243.5
Nicaragua,558,2005,20--24,Male,278.17
Nicaragua,558,2010,20--24,Male,286.87
Nicaragua,558,2015,20--24,Male,304.95
Niger,562,1970,20--24,Male,184.8
Niger,562,1975,20--24,Male,188.8
Niger,562,1980,20--24,Male,164.8
Niger,562,1985,20--24,Male,225.3
Niger,562,1990,20--24,Male,256.1
Niger,562,1995,20--24,Male,299.7
Niger,562,2000,20--24,Male,375.8
Niger,562,2005,20--24,Male,432.2
Niger,562,2010,20--24,Male,566.91
Niger,562,2015,20--24,Male,780.77
Nigeria,566,1970,20--24,Male,2470.3
Nigeria,566,1975,20--24,Male,2742.4
Nigeria,566,1980,20--24,Male,3243.3
Nigeria,566,1985,20--24,Male,3620.2
Nigeria,566,1990,20--24,Male,4116
Nigeria,566,1995,20--24,Male,4939.5
Nigeria,566,2000,20--24,Male,5854.3
Nigeria,566,2005,20--24,Male,6676.3
Nigeria,566,2010,20--24,Male,7393.2
Nigeria,566,2015,20--24,Male,8129.16
Norway,578,1970,20--24,Male,162.3
Norway,578,1975,20--24,Male,155.2
Norway,578,1980,20--24,Male,158.2
Norway,578,1985,20--24,Male,161.8
Norway,578,1990,20--24,Male,173.2
Norway,578,1995,20--24,Male,162.7
Norway,578,2000,20--24,Male,140.7
Norway,578,2005,20--24,Male,139.3
Norway,578,2010,20--24,Male,155.4
Norway,578,2015,20--24,Male,187.19
Micronesia (Federated States of),583,1970,20--24,Male,2.38
Micronesia (Federated States of),583,1975,20--24,Male,2.91
Micronesia (Federated States of),583,1980,20--24,Male,3.2
Micronesia (Federated States of),583,1985,20--24,Male,3.99
Micronesia (Federated States of),583,1990,20--24,Male,4.53
Micronesia (Federated States of),583,1995,20--24,Male,4.42
Micronesia (Federated States of),583,2000,20--24,Male,4.89
Micronesia (Federated States of),583,2005,20--24,Male,6.13
Micronesia (Federated States of),583,2010,20--24,Male,6.42
Micronesia (Federated States of),583,2015,20--24,Male,5.81
Pakistan,586,1970,20--24,Male,2499
Pakistan,586,1975,20--24,Male,2833.6
Pakistan,586,1980,20--24,Male,3488.2
Pakistan,586,1985,20--24,Male,4247.9
Pakistan,586,1990,20--24,Male,4881
Pakistan,586,1995,20--24,Male,5499.5
Pakistan,586,2000,20--24,Male,6664.71
Pakistan,586,2005,20--24,Male,7754.07
Pakistan,586,2010,20--24,Male,9031.54
Pakistan,586,2015,20--24,Male,9619.07
Panama,591,1970,20--24,Male,64.4
Panama,591,1975,20--24,Male,76.1
Panama,591,1980,20--24,Male,90.2
Panama,591,1985,20--24,Male,107.4
Panama,591,1990,20--24,Male,122.9
Panama,591,1995,20--24,Male,133.3
Panama,591,2000,20--24,Male,135.1
Panama,591,2005,20--24,Male,142.1
Panama,591,2010,20--24,Male,152.82
Panama,591,2015,20--24,Male,158.68
Papua New Guinea,598,1970,20--24,Male,110.5
Papua New Guinea,598,1975,20--24,Male,129.53
Papua New Guinea,598,1980,20--24,Male,144.97
Papua New Guinea,598,1985,20--24,Male,165.87
Papua New Guinea,598,1990,20--24,Male,196.8
Papua New Guinea,598,1995,20--24,Male,250.69
Papua New Guinea,598,2000,20--24,Male,268.87
Papua New Guinea,598,2005,20--24,Male,290.46
Papua New Guinea,598,2010,20--24,Male,310.79
Papua New Guinea,598,2015,20--24,Male,356.44
Paraguay,600,1970,20--24,Male,103.1
Paraguay,600,1975,20--24,Male,130.2
Paraguay,600,1980,20--24,Male,149.1
Paraguay,600,1985,20--24,Male,173.6
Paraguay,600,1990,20--24,Male,196.9
Paraguay,600,1995,20--24,Male,208
Paraguay,600,2000,20--24,Male,244.33
Paraguay,600,2005,20--24,Male,293.81
Paraguay,600,2010,20--24,Male,320.35
Paraguay,600,2015,20--24,Male,335.06
Peru,604,1970,20--24,Male,551
Peru,604,1975,20--24,Male,668.1
Peru,604,1980,20--24,Male,790
Peru,604,1985,20--24,Male,933.6
Peru,604,1990,20--24,Male,1044.1
Peru,604,1995,20--24,Male,1152.7
Peru,604,2000,20--24,Male,1265.3
Peru,604,2005,20--24,Male,1292.5
Peru,604,2010,20--24,Male,1354.54
Peru,604,2015,20--24,Male,1376.86
Philippines,608,1970,20--24,Male,1528.39
Philippines,608,1975,20--24,Male,2060.7
Philippines,608,1980,20--24,Male,2346.49
Philippines,608,1985,20--24,Male,2668.25
Philippines,608,1990,20--24,Male,2969.27
Philippines,608,1995,20--24,Male,3270.7
Philippines,608,2000,20--24,Male,3718.23
Philippines,608,2005,20--24,Male,4099.59
Philippines,608,2010,20--24,Male,4510.25
Philippines,608,2015,20--24,Male,4787.28
Poland,616,1970,20--24,Male,1438.7
Poland,616,1975,20--24,Male,1729.3
Poland,616,1980,20--24,Male,1709.4
Poland,616,1985,20--24,Male,1410.1
Poland,616,1990,20--24,Male,1257.9
Poland,616,1995,20--24,Male,1429.2
Poland,616,2000,20--24,Male,1582.08
Poland,616,2005,20--24,Male,1683.86
Poland,616,2010,20--24,Male,1516.15
Poland,616,2015,20--24,Male,1279.45
Portugal,620,1970,20--24,Male,298
Portugal,620,1975,20--24,Male,344.2
Portugal,620,1980,20--24,Male,379.4
Portugal,620,1985,20--24,Male,398.4
Portugal,620,1990,20--24,Male,385.2
Portugal,620,1995,20--24,Male,414.5
Portugal,620,2000,20--24,Male,406.51
Portugal,620,2005,20--24,Male,363.55
Portugal,620,2010,20--24,Male,307.18
Portugal,620,2015,20--24,Male,306.06
Guinea-Bissau,624,1970,20--24,Male,25.8
Guinea-Bissau,624,1975,20--24,Male,36
Guinea-Bissau,624,1980,20--24,Male,33.3
Guinea-Bissau,624,1985,20--24,Male,36
Guinea-Bissau,624,1990,20--24,Male,32.7
Guinea-Bissau,624,1995,20--24,Male,56.6
Guinea-Bissau,624,2000,20--24,Male,53.15
Guinea-Bissau,624,2005,20--24,Male,63.87
Guinea-Bissau,624,2010,20--24,Male,69.51
Guinea-Bissau,624,2015,20--24,Male,78.29
Timor-Leste,626,1970,20--24,Male,28.6
Timor-Leste,626,1975,20--24,Male,30.5
Timor-Leste,626,1980,20--24,Male,30.9
Timor-Leste,626,1985,20--24,Male,33.4
Timor-Leste,626,1990,20--24,Male,38.8
Timor-Leste,626,1995,20--24,Male,45.2
Timor-Leste,626,2000,20--24,Male,27.7
Timor-Leste,626,2005,20--24,Male,48.1
Timor-Leste,626,2010,20--24,Male,49.54
Timor-Leste,626,2015,20--24,Male,60.08
Puerto Rico,630,1970,20--24,Male,108.2
Puerto Rico,630,1975,20--24,Male,141.9
Puerto Rico,630,1980,20--24,Male,129.3
Puerto Rico,630,1985,20--24,Male,136.1
Puerto Rico,630,1990,20--24,Male,141.3
Puerto Rico,630,1995,20--24,Male,149.5
Puerto Rico,630,2000,20--24,Male,149.74
Puerto Rico,630,2005,20--24,Male,146.56
Puerto Rico,630,2010,20--24,Male,142.7
Puerto Rico,630,2015,20--24,Male,137.02
Qatar,634,1970,20--24,Male,9
Qatar,634,1975,20--24,Male,13.9
Qatar,634,1980,20--24,Male,17.4
Qatar,634,1985,20--24,Male,25.7
Qatar,634,1990,20--24,Male,22.7
Qatar,634,1995,20--24,Male,29.6
Qatar,634,2000,20--24,Male,22.7
Qatar,634,2005,20--24,Male,46.3
Qatar,634,2010,20--24,Male,146.79
Qatar,634,2015,20--24,Male,76.3
Reunion,638,1970,20--24,Male,15.5
Reunion,638,1975,20--24,Male,21.1
Reunion,638,1980,20--24,Male,24.6
Reunion,638,1985,20--24,Male,28.3
Reunion,638,1990,20--24,Male,32.8
Reunion,638,1995,20--24,Male,30.3
Reunion,638,2000,20--24,Male,29.7
Reunion,638,2005,20--24,Male,32.7
Reunion,638,2010,20--24,Male,36.95
Reunion,638,2015,20--24,Male,35.57
Romania,642,1970,20--24,Male,765
Romania,642,1975,20--24,Male,914.1
Romania,642,1980,20--24,Male,894
Romania,642,1985,20--24,Male,723.4
Romania,642,1990,20--24,Male,1006.1
Romania,642,1995,20--24,Male,926.4
Romania,642,2000,20--24,Male,975.19
Romania,642,2005,20--24,Male,820.01
Romania,642,2010,20--24,Male,863.58
Romania,642,2015,20--24,Male,605.57
Russian Federation,643,1970,20--24,Male,5001.1
Russian Federation,643,1975,20--24,Male,6164
Russian Federation,643,1980,20--24,Male,6673.4
Russian Federation,643,1985,20--24,Male,5961.2
Russian Federation,643,1990,20--24,Male,4844.3
Russian Federation,643,1995,20--24,Male,5259.2
Russian Federation,643,2000,20--24,Male,5561.55
Russian Federation,643,2005,20--24,Male,6239.7
Russian Federation,643,2010,20--24,Male,6268.18
Russian Federation,643,2015,20--24,Male,4305.5
Rwanda,646,1970,20--24,Male,170.6
Rwanda,646,1975,20--24,Male,188
Rwanda,646,1980,20--24,Male,225.1
Rwanda,646,1985,20--24,Male,256.2
Rwanda,646,1990,20--24,Male,292.2
Rwanda,646,1995,20--24,Male,218
Rwanda,646,2000,20--24,Male,365.73
Rwanda,646,2005,20--24,Male,473.47
Rwanda,646,2010,20--24,Male,565.88
Rwanda,646,2015,20--24,Male,522.39
Saint Lucia,662,1970,20--24,Male,3
Saint Lucia,662,1975,20--24,Male,3.7
Saint Lucia,662,1980,20--24,Male,4.9
Saint Lucia,662,1985,20--24,Male,5.6
Saint Lucia,662,1990,20--24,Male,6.2
Saint Lucia,662,1995,20--24,Male,6.3
Saint Lucia,662,2000,20--24,Male,6.92
Saint Lucia,662,2005,20--24,Male,7.93
Saint Lucia,662,2010,20--24,Male,8.5
Saint Lucia,662,2015,20--24,Male,8.48
Saint Vincent and the Grenadines,670,1970,20--24,Male,3.5
Saint Vincent and the Grenadines,670,1975,20--24,Male,4
Saint Vincent and the Grenadines,670,1980,20--24,Male,5
Saint Vincent and the Grenadines,670,1985,20--24,Male,5.7
Saint Vincent and the Grenadines,670,1990,20--24,Male,5.4
Saint Vincent and the Grenadines,670,1995,20--24,Male,5.4
Saint Vincent and the Grenadines,670,2000,20--24,Male,5.23
Saint Vincent and the Grenadines,670,2005,20--24,Male,5.18
Saint Vincent and the Grenadines,670,2010,20--24,Male,4.97
Saint Vincent and the Grenadines,670,2015,20--24,Male,4.79
Sao Tome and Principe,678,1970,20--24,Male,3
Sao Tome and Principe,678,1975,20--24,Male,3.4
Sao Tome and Principe,678,1980,20--24,Male,3.8
Sao Tome and Principe,678,1985,20--24,Male,4.4
Sao Tome and Principe,678,1990,20--24,Male,4.9
Sao Tome and Principe,678,1995,20--24,Male,5.6
Sao Tome and Principe,678,2000,20--24,Male,7.4
Sao Tome and Principe,678,2005,20--24,Male,8.7
Sao Tome and Principe,678,2010,20--24,Male,8.14
Sao Tome and Principe,678,2015,20--24,Male,8.62
Saudi Arabia,682,1970,20--24,Male,257
Saudi Arabia,682,1975,20--24,Male,340.5
Saudi Arabia,682,1980,20--24,Male,461.2
Saudi Arabia,682,1985,20--24,Male,634.4
Saudi Arabia,682,1990,20--24,Male,935.7
Saudi Arabia,682,1995,20--24,Male,626.9
Saudi Arabia,682,2000,20--24,Male,925
Saudi Arabia,682,2005,20--24,Male,1085.18
Saudi Arabia,682,2010,20--24,Male,1243.71
Saudi Arabia,682,2015,20--24,Male,1397.57
Senegal,686,1970,20--24,Male,175.1
Senegal,686,1975,20--24,Male,192.8
Senegal,686,1980,20--24,Male,211.6
Senegal,686,1985,20--24,Male,256.6
Senegal,686,1990,20--24,Male,319.6
Senegal,686,1995,20--24,Male,389.1
Senegal,686,2000,20--24,Male,450.69
Senegal,686,2005,20--24,Male,521.46
Senegal,686,2010,20--24,Male,598.65
Senegal,686,2015,20--24,Male,670.44
Serbia,688,1970,20--24,Male,360.5
Serbia,688,1975,20--24,Male,395.2
Serbia,688,1980,20--24,Male,356.8
Serbia,688,1985,20--24,Male,342.1
Serbia,688,1990,20--24,Male,347.3
Serbia,688,1995,20--24,Male,381.4
Serbia,688,2000,20--24,Male,389.55
Serbia,688,2005,20--24,Male,379.24
Serbia,688,2010,20--24,Male,364.96
Serbia,688,2015,20--24,Male,332.45
Sierra Leone,694,1970,20--24,Male,111.9
Sierra Leone,694,1975,20--24,Male,116
Sierra Leone,694,1980,20--24,Male,128.5
Sierra Leone,694,1985,20--24,Male,144.6
Sierra Leone,694,1990,20--24,Male,166.2
