Area,ISOCode,Year,Age,Sex,Population
Azerbaijan,31,1970,35--39,Male,170.9
Azerbaijan,31,1975,35--39,Male,193.9
Azerbaijan,31,1980,35--39,Male,101.8
Azerbaijan,31,1985,35--39,Male,144.7
Azerbaijan,31,1990,35--39,Male,205.5
Azerbaijan,31,1995,35--39,Male,281.6
Azerbaijan,31,2000,35--39,Male,343.6
Azerbaijan,31,2005,35--39,Male,283.71
Azerbaijan,31,2010,35--39,Male,293.6
Azerbaijan,31,2015,35--39,Male,319.35
Bahrain,48,1970,35--39,Male,7
Bahrain,48,1975,35--39,Male,8.8
Bahrain,48,1980,35--39,Male,14.6
Bahrain,48,1985,35--39,Male,26.2
Bahrain,48,1990,35--39,Male,31.9
Bahrain,48,1995,35--39,Male,36.4
Bahrain,48,2000,35--39,Male,39.73
Bahrain,48,2005,35--39,Male,44.88
Bahrain,48,2010,35--39,Male,90.79
Bahrain,48,2015,35--39,Male,130.47
Bangladesh,50,1970,35--39,Male,1824.19
Bangladesh,50,1975,35--39,Male,1960.31
Bangladesh,50,1980,35--39,Male,1884.03
Bangladesh,50,1985,35--39,Male,1898.99
Bangladesh,50,1990,35--39,Male,2320.27
Bangladesh,50,1995,35--39,Male,3327.84
Bangladesh,50,2000,35--39,Male,4392.02
Bangladesh,50,2005,35--39,Male,4979.27
Bangladesh,50,2010,35--39,Male,4999.6
Bangladesh,50,2015,35--39,Male,5863.02
Armenia,51,1970,35--39,Male,84.4
Armenia,51,1975,35--39,Male,103.9
Armenia,51,1980,35--39,Male,57.5
Armenia,51,1985,35--39,Male,84.9
Armenia,51,1990,35--39,Male,120.4
Armenia,51,1995,35--39,Male,129.3
Armenia,51,2000,35--39,Male,111.5
Armenia,51,2005,35--39,Male,77.18
Armenia,51,2010,35--39,Male,72.53
Armenia,51,2015,35--39,Male,86.37
Bhutan,64,1970,35--39,Male,9.2
Bhutan,64,1975,35--39,Male,11.6
Bhutan,64,1980,35--39,Male,13.9
Bhutan,64,1985,35--39,Male,15.4
Bhutan,64,1990,35--39,Male,16.1
Bhutan,64,1995,35--39,Male,14.2
Bhutan,64,2000,35--39,Male,14.5
Bhutan,64,2005,35--39,Male,22.24
Bhutan,64,2010,35--39,Male,24.69
Bhutan,64,2015,35--39,Male,35.38
Brunei Darussalam,96,1970,35--39,Male,4.09
Brunei Darussalam,96,1975,35--39,Male,4.97
Brunei Darussalam,96,1980,35--39,Male,6.39
Brunei Darussalam,96,1985,35--39,Male,8.09
Brunei Darussalam,96,1990,35--39,Male,12.16
Brunei Darussalam,96,1995,35--39,Male,12.44
Brunei Darussalam,96,2000,35--39,Male,14.61
Brunei Darussalam,96,2005,35--39,Male,14.83
Brunei Darussalam,96,2010,35--39,Male,17.61
Brunei Darussalam,96,2015,35--39,Male,19.88
Myanmar,104,1970,35--39,Male,723.4
Myanmar,104,1975,35--39,Male,688.3
Myanmar,104,1980,35--39,Male,747.7
Myanmar,104,1985,35--39,Male,913.1
Myanmar,104,1990,35--39,Male,1244.3
Myanmar,104,1995,35--39,Male,1396.5
Myanmar,104,2000,35--39,Male,1557.3
Myanmar,104,2005,35--39,Male,1704.21
Myanmar,104,2010,35--39,Male,1929.09
Myanmar,104,2015,35--39,Male,1915.3
Cambodia,116,1970,35--39,Male,189.6
Cambodia,116,1975,35--39,Male,195.9
Cambodia,116,1980,35--39,Male,156.9
Cambodia,116,1985,35--39,Male,189.8
Cambodia,116,1990,35--39,Male,235.5
Cambodia,116,1995,35--39,Male,286.9
Cambodia,116,2000,35--39,Male,347.8
Cambodia,116,2005,35--39,Male,398.8
Cambodia,116,2010,35--39,Male,433.23
Cambodia,116,2015,35--39,Male,343.42
Sri Lanka,144,1970,35--39,Male,360.27
Sri Lanka,144,1975,35--39,Male,391.82
Sri Lanka,144,1980,35--39,Male,438.88
Sri Lanka,144,1985,35--39,Male,517.61
Sri Lanka,144,1990,35--39,Male,556.5
Sri Lanka,144,1995,35--39,Male,656.03
Sri Lanka,144,2000,35--39,Male,685.57
Sri Lanka,144,2005,35--39,Male,718.14
Sri Lanka,144,2010,35--39,Male,704.86
Sri Lanka,144,2015,35--39,Male,787.72
China,156,1970,35--39,Male,24822.5
China,156,1975,35--39,Male,25917.1
China,156,1980,35--39,Male,26844
China,156,1985,35--39,Male,33599.9
China,156,1990,35--39,Male,46280.7
China,156,1995,35--39,Male,44502.8
China,156,2000,35--39,Male,50028.9
China,156,2005,35--39,Male,63530.19
China,156,2010,35--39,Male,60850.64
China,156,2015,35--39,Male,46771.22
Cyprus,196,1970,35--39,Male,16.2
Cyprus,196,1975,35--39,Male,20.1
Cyprus,196,1980,35--39,Male,23.8
Cyprus,196,1985,35--39,Male,25.1
Cyprus,196,1990,35--39,Male,28
Cyprus,196,1995,35--39,Male,32.8
Cyprus,196,2000,35--39,Male,34.95
Cyprus,196,2005,35--39,Male,36.36
Cyprus,196,2010,35--39,Male,41.49
Cyprus,196,2015,35--39,Male,50.08
Georgia,268,1970,35--39,Male,168.8
Georgia,268,1975,35--39,Male,189.8
Georgia,268,1980,35--39,Male,116.1
Georgia,268,1985,35--39,Male,148.4
Georgia,268,1990,35--39,Male,181.8
Georgia,268,1995,35--39,Male,184
Georgia,268,2000,35--39,Male,176.5
Georgia,268,2005,35--39,Male,138.03
Georgia,268,2010,35--39,Male,135.48
Georgia,268,2015,35--39,Male,132.9
State of Palestine,275,1970,35--39,Male,26.4
State of Palestine,275,1975,35--39,Male,32.4
State of Palestine,275,1980,35--39,Male,35.8
State of Palestine,275,1985,35--39,Male,44.4
State of Palestine,275,1990,35--39,Male,44.2
State of Palestine,275,1995,35--39,Male,56.1
State of Palestine,275,2000,35--39,Male,79.6
State of Palestine,275,2005,35--39,Male,93.41
State of Palestine,275,2010,35--39,Male,108.38
State of Palestine,275,2015,35--39,Male,128.77
Hong Kong SAR,344,1970,35--39,Male,131.5
Hong Kong SAR,344,1975,35--39,Male,124
Hong Kong SAR,344,1980,35--39,Male,127.8
Hong Kong SAR,344,1985,35--39,Male,213.4
Hong Kong SAR,344,1990,35--39,Male,255.6
Hong Kong SAR,344,1995,35--39,Male,317.5
Hong Kong SAR,344,2000,35--39,Male,319.3
Hong Kong SAR,344,2005,35--39,Male,256.61
Hong Kong SAR,344,2010,35--39,Male,240.54
Hong Kong SAR,344,2015,35--39,Male,234.36
India,356,1970,35--39,Male,16577.2
India,356,1975,35--39,Male,18107.8
India,356,1980,35--39,Male,19417.6
India,356,1985,35--39,Male,22208.4
India,356,1990,35--39,Male,29026.2
India,356,1995,35--39,Male,32187.7
India,356,2000,35--39,Male,35381.27
India,356,2005,35--39,Male,39309.59
India,356,2010,35--39,Male,42954.03
India,356,2015,35--39,Male,48143.6
Indonesia,360,1970,35--39,Male,3382.4
Indonesia,360,1975,35--39,Male,3749.8
Indonesia,360,1980,35--39,Male,3876.6
Indonesia,360,1985,35--39,Male,4050
Indonesia,360,1990,35--39,Male,5217.2
Indonesia,360,1995,35--39,Male,6588
Indonesia,360,2000,35--39,Male,7654.6
Indonesia,360,2005,35--39,Male,8588.9
Indonesia,360,2010,35--39,Male,9269.03
Indonesia,360,2015,35--39,Male,9868.79
Iran (Islamic Republic of),364,1970,35--39,Male,911.2
Iran (Islamic Republic of),364,1975,35--39,Male,837.3
Iran (Islamic Republic of),364,1980,35--39,Male,834.6
Iran (Islamic Republic of),364,1985,35--39,Male,986.2
Iran (Islamic Republic of),364,1990,35--39,Male,1369.8
Iran (Islamic Republic of),364,1995,35--39,Male,1562.8
Iran (Islamic Republic of),364,2000,35--39,Male,1782.1
Iran (Islamic Republic of),364,2005,35--39,Male,2385.77
Iran (Islamic Republic of),364,2010,35--39,Male,2663.47
Iran (Islamic Republic of),364,2015,35--39,Male,3365.14
Iraq,368,1970,35--39,Male,230.3
Iraq,368,1975,35--39,Male,263.9
Iraq,368,1980,35--39,Male,310
Iraq,368,1985,35--39,Male,300.4
Iraq,368,1990,35--39,Male,406
Iraq,368,1995,35--39,Male,368.08
Iraq,368,2000,35--39,Male,475.48
Iraq,368,2005,35--39,Male,714.11
Iraq,368,2010,35--39,Male,915.01
Iraq,368,2015,35--39,Male,1085.92
Israel,376,1970,35--39,Male,74.6
Israel,376,1975,35--39,Male,83.9
Israel,376,1980,35--39,Male,93.3
Israel,376,1985,35--39,Male,134.2
Israel,376,1990,35--39,Male,161.5
Israel,376,1995,35--39,Male,169.2
Israel,376,2000,35--39,Male,179.6
Israel,376,2005,35--39,Male,193.55
Israel,376,2010,35--39,Male,249.36
Israel,376,2015,35--39,Male,282.12
Japan,392,1970,35--39,Male,4110.6
Japan,392,1975,35--39,Male,4179.8
Japan,392,1980,35--39,Male,4556.3
Japan,392,1985,35--39,Male,5344.1
Japan,392,1990,35--39,Male,4528.7
Japan,392,1995,35--39,Male,3915.3
Japan,392,2000,35--39,Male,4062.2
Japan,392,2005,35--39,Male,4374.3
Japan,392,2010,35--39,Male,4940.65
Japan,392,2015,35--39,Male,4289.65
Kazakhstan,398,1970,35--39,Male,379.3
Kazakhstan,398,1975,35--39,Male,553.5
Kazakhstan,398,1980,35--39,Male,317.4
Kazakhstan,398,1985,35--39,Male,448.4
Kazakhstan,398,1990,35--39,Male,577.4
Kazakhstan,398,1995,35--39,Male,610.5
Kazakhstan,398,2000,35--39,Male,553.9
Kazakhstan,398,2005,35--39,Male,502.1
Kazakhstan,398,2010,35--39,Male,546.24
Kazakhstan,398,2015,35--39,Male,586.44
Jordan,400,1970,35--39,Male,44.2
Jordan,400,1975,35--39,Male,53.9
Jordan,400,1980,35--39,Male,49.6
Jordan,400,1985,35--39,Male,58.8
Jordan,400,1990,35--39,Male,66.7
Jordan,400,1995,35--39,Male,114.4
Jordan,400,2000,35--39,Male,143.9
Jordan,400,2005,35--39,Male,181.96
Jordan,400,2010,35--39,Male,206.19
Jordan,400,2015,35--39,Male,242.49
Dem. People's Republic of Korea,408,1970,35--39,Male,455.72
Dem. People's Republic of Korea,408,1975,35--39,Male,634.1
Dem. People's Republic of Korea,408,1980,35--39,Male,684.86
Dem. People's Republic of Korea,408,1985,35--39,Male,656.61
Dem. People's Republic of Korea,408,1990,35--39,Male,466.88
Dem. People's Republic of Korea,408,1995,35--39,Male,810.44
Dem. People's Republic of Korea,408,2000,35--39,Male,849.38
Dem. People's Republic of Korea,408,2005,35--39,Male,1110.72
Dem. People's Republic of Korea,408,2010,35--39,Male,1051.46
Dem. People's Republic of Korea,408,2015,35--39,Male,737.01
Republic of Korea,410,1970,35--39,Male,915
Republic of Korea,410,1975,35--39,Male,1111.5
Republic of Korea,410,1980,35--39,Male,1127.2
Republic of Korea,410,1985,35--39,Male,1324.4
Republic of Korea,410,1990,35--39,Male,1585.8
Republic of Korea,410,1995,35--39,Male,2039.7
Republic of Korea,410,2000,35--39,Male,2117.6
Republic of Korea,410,2005,35--39,Male,2065.7
Republic of Korea,410,2010,35--39,Male,2047.31
Republic of Korea,410,2015,35--39,Male,1840.37
Kuwait,414,1970,35--39,Male,34.4
Kuwait,414,1975,35--39,Male,39.9
Kuwait,414,1980,35--39,Male,65.7
Kuwait,414,1985,35--39,Male,88.9
Kuwait,414,1990,35--39,Male,99.7
Kuwait,414,1995,35--39,Male,100.8
Kuwait,414,2000,35--39,Male,120.6
Kuwait,414,2005,35--39,Male,150.93
Kuwait,414,2010,35--39,Male,185.89
Kuwait,414,2015,35--39,Male,215.43
Kyrgyzstan,417,1970,35--39,Male,88.8
Kyrgyzstan,417,1975,35--39,Male,101.8
Kyrgyzstan,417,1980,35--39,Male,63.5
Kyrgyzstan,417,1985,35--39,Male,92.6
Kyrgyzstan,417,1990,35--39,Male,128.6
Kyrgyzstan,417,1995,35--39,Male,152.3
Kyrgyzstan,417,2000,35--39,Male,166.72
Kyrgyzstan,417,2005,35--39,Male,162.98
Kyrgyzstan,417,2010,35--39,Male,167.19
Kyrgyzstan,417,2015,35--39,Male,169.12
Lao People's Democratic Republic,418,1970,35--39,Male,70.9
Lao People's Democratic Republic,418,1975,35--39,Male,78.3
Lao People's Democratic Republic,418,1980,35--39,Male,72.1
Lao People's Democratic Republic,418,1985,35--39,Male,78.7
Lao People's Democratic Republic,418,1990,35--39,Male,101.9
Lao People's Democratic Republic,418,1995,35--39,Male,119.8
Lao People's Democratic Republic,418,2000,35--39,Male,139.5
Lao People's Democratic Republic,418,2005,35--39,Male,154.41
Lao People's Democratic Republic,418,2010,35--39,Male,179.31
Lao People's Democratic Republic,418,2015,35--39,Male,209.45
Lebanon,422,1970,35--39,Male,70.5
Lebanon,422,1975,35--39,Male,71.6
Lebanon,422,1980,35--39,Male,57.2
Lebanon,422,1985,35--39,Male,60.6
Lebanon,422,1990,35--39,Male,77.4
Lebanon,422,1995,35--39,Male,103.2
Lebanon,422,2000,35--39,Male,116.4
Lebanon,422,2005,35--39,Male,135.29
Lebanon,422,2010,35--39,Male,153.09
Lebanon,422,2015,35--39,Male,168.94
Macao SAR,446,1970,35--39,Male,6.1
Macao SAR,446,1975,35--39,Male,5.2
Macao SAR,446,1980,35--39,Male,6.9
Macao SAR,446,1985,35--39,Male,12.8
Macao SAR,446,1990,35--39,Male,17.1
Macao SAR,446,1995,35--39,Male,22.8
Macao SAR,446,2000,35--39,Male,19.1
Macao SAR,446,2005,35--39,Male,19.28
Macao SAR,446,2010,35--39,Male,23.6
Macao SAR,446,2015,35--39,Male,22.34
Malaysia,458,1970,35--39,Male,256.7
Malaysia,458,1975,35--39,Male,344.4
Malaysia,458,1980,35--39,Male,354.7
Malaysia,458,1985,35--39,Male,433.4
Malaysia,458,1990,35--39,Male,604.4
Malaysia,458,1995,35--39,Male,730.6
Malaysia,458,2000,35--39,Male,890.18
Malaysia,458,2005,35--39,Male,905.22
Malaysia,458,2010,35--39,Male,974.5
Malaysia,458,2015,35--39,Male,1061.4
Maldives,462,1970,35--39,Male,4
Maldives,462,1975,35--39,Male,4.8
Maldives,462,1980,35--39,Male,4
Maldives,462,1985,35--39,Male,3.4
Maldives,462,1990,35--39,Male,4.1
Maldives,462,1995,35--39,Male,6
Maldives,462,2000,35--39,Male,8
Maldives,462,2005,35--39,Male,9.01
Maldives,462,2010,35--39,Male,10.08
Maldives,462,2015,35--39,Male,11.57
Mongolia,496,1970,35--39,Male,33.3
Mongolia,496,1975,35--39,Male,35.6
Mongolia,496,1980,35--39,Male,37.1
Mongolia,496,1985,35--39,Male,39.4
Mongolia,496,1990,35--39,Male,53.3
Mongolia,496,1995,35--39,Male,63.6
Mongolia,496,2000,35--39,Male,86.67
Mongolia,496,2005,35--39,Male,92.07
Mongolia,496,2010,35--39,Male,103.56
Mongolia,496,2015,35--39,Male,111.35
Oman,512,1970,35--39,Male,13.81
Oman,512,1975,35--39,Male,21.71
Oman,512,1980,35--39,Male,41.23
Oman,512,1985,35--39,Male,67.27
Oman,512,1990,35--39,Male,86.57
Oman,512,1995,35--39,Male,117.93
Oman,512,2000,35--39,Male,99.57
Oman,512,2005,35--39,Male,111.05
Oman,512,2010,35--39,Male,133.67
Oman,512,2015,35--39,Male,195.94
Nepal,524,1970,35--39,Male,347.7
Nepal,524,1975,35--39,Male,390.1
Nepal,524,1980,35--39,Male,432.9
Nepal,524,1985,35--39,Male,431.9
Nepal,524,1990,35--39,Male,491.7
Nepal,524,1995,35--39,Male,544.5
Nepal,524,2000,35--39,Male,619.56
Nepal,524,2005,35--39,Male,716.75
Nepal,524,2010,35--39,Male,853.07
Nepal,524,2015,35--39,Male,1029.66
Pakistan,586,1970,35--39,Male,1769.7
Pakistan,586,1975,35--39,Male,1987.9
Pakistan,586,1980,35--39,Male,2264.3
Pakistan,586,1985,35--39,Male,2438.6
Pakistan,586,1990,35--39,Male,2844.2
Pakistan,586,1995,35--39,Male,3419.9
Pakistan,586,2000,35--39,Male,4001.05
Pakistan,586,2005,35--39,Male,4471.06
Pakistan,586,2010,35--39,Male,5084.22
Pakistan,586,2015,35--39,Male,6016.07
Philippines,608,1970,35--39,Male,857.17
Philippines,608,1975,35--39,Male,968.85
Philippines,608,1980,35--39,Male,1145.31
Philippines,608,1985,35--39,Male,1378.33
Philippines,608,1990,35--39,Male,1880.3
Philippines,608,1995,35--39,Male,2131.9
Philippines,608,2000,35--39,Male,2389.3
Philippines,608,2005,35--39,Male,2610.59
Philippines,608,2010,35--39,Male,2856.74
Philippines,608,2015,35--39,Male,3282.61
Timor-Leste,626,1970,35--39,Male,17.1
Timor-Leste,626,1975,35--39,Male,18.9
Timor-Leste,626,1980,35--39,Male,16.1
Timor-Leste,626,1985,35--39,Male,19.3
Timor-Leste,626,1990,35--39,Male,22.8
Timor-Leste,626,1995,35--39,Male,25.9
Timor-Leste,626,2000,35--39,Male,17.4
Timor-Leste,626,2005,35--39,Male,23.4
Timor-Leste,626,2010,35--39,Male,28.48
Timor-Leste,626,2015,35--39,Male,23.7
Qatar,634,1970,35--39,Male,5.6
Qatar,634,1975,35--39,Male,9.6
Qatar,634,1980,35--39,Male,12.2
Qatar,634,1985,35--39,Male,28.4
Qatar,634,1990,35--39,Male,45.1
Qatar,634,1995,35--39,Male,47.5
Qatar,634,2000,35--39,Male,48.3
Qatar,634,2005,35--39,Male,66.8
Qatar,634,2010,35--39,Male,205.28
Qatar,634,2015,35--39,Male,255.55
Saudi Arabia,682,1970,35--39,Male,155.6
Saudi Arabia,682,1975,35--39,Male,210.8
Saudi Arabia,682,1980,35--39,Male,314.7
Saudi Arabia,682,1985,35--39,Male,562.2
Saudi Arabia,682,1990,35--39,Male,666
Saudi Arabia,682,1995,35--39,Male,892.5
Saudi Arabia,682,2000,35--39,Male,786.1
Saudi Arabia,682,2005,35--39,Male,1234.65
Saudi Arabia,682,2010,35--39,Male,1594.05
Saudi Arabia,682,2015,35--39,Male,1740.22
Singapore,702,1970,35--39,Male,58.4
Singapore,702,1975,35--39,Male,67.5
Singapore,702,1980,35--39,Male,68.92
Singapore,702,1985,35--39,Male,112.7
Singapore,702,1990,35--39,Male,142.87
Singapore,702,1995,35--39,Male,182.07
Singapore,702,2000,35--39,Male,194.8
Singapore,702,2005,35--39,Male,186.01
Singapore,702,2010,35--39,Male,198.88
Singapore,702,2015,35--39,Male,218.32
Viet Nam,704,1970,35--39,Male,1179.1
Viet Nam,704,1975,35--39,Male,1084.1
Viet Nam,704,1980,35--39,Male,1017.2
Viet Nam,704,1985,35--39,Male,1147.1
Viet Nam,704,1990,35--39,Male,1918.2
Viet Nam,704,1995,35--39,Male,2319.9
Viet Nam,704,2000,35--39,Male,2752.7
Viet Nam,704,2005,35--39,Male,3006.3
Viet Nam,704,2010,35--39,Male,3302.34
Viet Nam,704,2015,35--39,Male,3483.44
Syrian Arab Republic,760,1970,35--39,Male,152.3
Syrian Arab Republic,760,1975,35--39,Male,152.8
Syrian Arab Republic,760,1980,35--39,Male,165.8
Syrian Arab Republic,760,1985,35--39,Male,203.4
Syrian Arab Republic,760,1990,35--39,Male,270.7
Syrian Arab Republic,760,1995,35--39,Male,343.9
Syrian Arab Republic,760,2000,35--39,Male,431.8
Syrian Arab Republic,760,2005,35--39,Male,541.7
Syrian Arab Republic,760,2010,35--39,Male,585.06
Syrian Arab Republic,760,2015,35--39,Male,665.18
Tajikistan,762,1970,35--39,Male,83.5
Tajikistan,762,1975,35--39,Male,98
Tajikistan,762,1980,35--39,Male,73.4
Tajikistan,762,1985,35--39,Male,88.3
Tajikistan,762,1990,35--39,Male,126.3
Tajikistan,762,1995,35--39,Male,166.5
Tajikistan,762,2000,35--39,Male,194.1
Tajikistan,762,2005,35--39,Male,167.2
Tajikistan,762,2010,35--39,Male,168.24
Tajikistan,762,2015,35--39,Male,176.38
Thailand,764,1970,35--39,Male,1017.9
Thailand,764,1975,35--39,Male,1175
Thailand,764,1980,35--39,Male,1237
Thailand,764,1985,35--39,Male,1511
Thailand,764,1990,35--39,Male,1893.3
Thailand,764,1995,35--39,Male,2208.8
Thailand,764,2000,35--39,Male,2563.45
Thailand,764,2005,35--39,Male,2703.11
Thailand,764,2010,35--39,Male,2697.66
Thailand,764,2015,35--39,Male,2709.49
United Arab Emirates,784,1970,35--39,Male,12.1
United Arab Emirates,784,1975,35--39,Male,32.6
United Arab Emirates,784,1980,35--39,Male,68.3
United Arab Emirates,784,1985,35--39,Male,100.9
United Arab Emirates,784,1990,35--39,Male,160.5
United Arab Emirates,784,1995,35--39,Male,203.4
United Arab Emirates,784,2000,35--39,Male,278.1
United Arab Emirates,784,2005,35--39,Male,359.68
United Arab Emirates,784,2010,35--39,Male,750.41
United Arab Emirates,784,2015,35--39,Male,1048.81
Turkey,792,1970,35--39,Male,1057.5
Turkey,792,1975,35--39,Male,1019.3
Turkey,792,1980,35--39,Male,1032.2
Turkey,792,1985,35--39,Male,1326.6
Turkey,792,1990,35--39,Male,1719.2
Turkey,792,1995,35--39,Male,1881
Turkey,792,2000,35--39,Male,2276.04
Turkey,792,2005,35--39,Male,2417.78
Turkey,792,2010,35--39,Male,2698.75
Turkey,792,2015,35--39,Male,3047.85
Turkmenistan,795,1970,35--39,Male,61.5
Turkmenistan,795,1975,35--39,Male,73.1
Turkmenistan,795,1980,35--39,Male,51
Turkmenistan,795,1985,35--39,Male,68.8
Turkmenistan,795,1990,35--39,Male,97.8
Turkmenistan,795,1995,35--39,Male,133.87
Turkmenistan,795,2000,35--39,Male,151.58
Turkmenistan,795,2005,35--39,Male,157.4
Turkmenistan,795,2010,35--39,Male,167.49
Turkmenistan,795,2015,35--39,Male,184.78
Uzbekistan,860,1970,35--39,Male,329.73
Uzbekistan,860,1975,35--39,Male,401.72
Uzbekistan,860,1980,35--39,Male,281.76
Uzbekistan,860,1985,35--39,Male,372.45
Uzbekistan,860,1990,35--39,Male,542.37
Uzbekistan,860,1995,35--39,Male,729.36
Uzbekistan,860,2000,35--39,Male,832.08
Uzbekistan,860,2005,35--39,Male,800.69
Uzbekistan,860,2010,35--39,Male,896.69
Uzbekistan,860,2015,35--39,Male,978.51
Yemen,887,1970,35--39,Male,137.86
Yemen,887,1975,35--39,Male,132.13
Yemen,887,1980,35--39,Male,152.75
Yemen,887,1985,35--39,Male,202.03
Yemen,887,1990,35--39,Male,239.99
Yemen,887,1995,35--39,Male,329.03
Yemen,887,2000,35--39,Male,368.85
Yemen,887,2005,35--39,Male,418.84
Yemen,887,2010,35--39,Male,508.3
Yemen,887,2015,35--39,Male,726.46
Afghanistan,4,1970,40--44,Male,275.29
Afghanistan,4,1975,40--44,Male,308.21
Afghanistan,4,1980,40--44,Male,319.35
Afghanistan,4,1985,40--44,Male,279.4
Afghanistan,4,1990,40--44,Male,290.7
Afghanistan,4,1995,40--44,Male,409.6
Afghanistan,4,2000,40--44,Male,463.14
Afghanistan,4,2005,40--44,Male,558.52
Afghanistan,4,2010,40--44,Male,645.76
Afghanistan,4,2015,40--44,Male,748.94
Azerbaijan,31,1970,40--44,Male,147.7
Azerbaijan,31,1975,40--44,Male,164.8
Azerbaijan,31,1980,40--44,Male,185.1
Azerbaijan,31,1985,40--44,Male,100.7
Azerbaijan,31,1990,40--44,Male,126.7
Azerbaijan,31,1995,40--44,Male,202.4
Azerbaijan,31,2000,40--44,Male,292.6
Azerbaijan,31,2005,40--44,Male,355.09
Azerbaijan,31,2010,40--44,Male,297.31
Azerbaijan,31,2015,40--44,Male,291.57
Bahrain,48,1970,40--44,Male,5.9
Bahrain,48,1975,40--44,Male,7.3
Bahrain,48,1980,40--44,Male,10.7
Bahrain,48,1985,40--44,Male,16.3
Bahrain,48,1990,40--44,Male,19.1
Bahrain,48,1995,40--44,Male,25.5
Bahrain,48,2000,40--44,Male,33.53
Bahrain,48,2005,40--44,Male,39.08
Bahrain,48,2010,40--44,Male,76.18
Bahrain,48,2015,40--44,Male,99.43
Bangladesh,50,1970,40--44,Male,1541.26
Bangladesh,50,1975,40--44,Male,1770.45
Bangladesh,50,1980,40--44,Male,1902.94
Bangladesh,50,1985,40--44,Male,1825.07
Bangladesh,50,1990,40--44,Male,1858.84
Bangladesh,50,1995,40--44,Male,2279.76
Bangladesh,50,2000,40--44,Male,3247.78
Bangladesh,50,2005,40--44,Male,4207.98
Bangladesh,50,2010,40--44,Male,4668.47
Bangladesh,50,2015,40--44,Male,4852.68
Armenia,51,1970,40--44,Male,85
Armenia,51,1975,40--44,Male,84.5
Armenia,51,1980,40--44,Male,100.4
Armenia,51,1985,40--44,Male,56.4
Armenia,51,1990,40--44,Male,80.9
Armenia,51,1995,40--44,Male,98.4
Armenia,51,2000,40--44,Male,114.21
Armenia,51,2005,40--44,Male,104.33
Armenia,51,2010,40--44,Male,72.06
Armenia,51,2015,40--44,Male,69.71
Bhutan,64,1970,40--44,Male,7.7
Bhutan,64,1975,40--44,Male,9.6
Bhutan,64,1980,40--44,Male,11.7
Bhutan,64,1985,40--44,Male,13.3
Bhutan,64,1990,40--44,Male,14.8
Bhutan,64,1995,40--44,Male,11.8
Bhutan,64,2000,40--44,Male,13.7
Bhutan,64,2005,40--44,Male,16.27
Bhutan,64,2010,40--44,Male,22.89
Bhutan,64,2015,40--44,Male,24.91
Brunei Darussalam,96,1970,40--44,Male,3.7
Brunei Darussalam,96,1975,40--44,Male,4.58
Brunei Darussalam,96,1980,40--44,Male,4.77
Brunei Darussalam,96,1985,40--44,Male,6.48
Brunei Darussalam,96,1990,40--44,Male,8.65
Brunei Darussalam,96,1995,40--44,Male,11.58
Brunei Darussalam,96,2000,40--44,Male,12.21
Brunei Darussalam,96,2005,40--44,Male,13.97
Brunei Darussalam,96,2010,40--44,Male,14.21
Brunei Darussalam,96,2015,40--44,Male,17.82
Myanmar,104,1970,40--44,Male,675.7
Myanmar,104,1975,40--44,Male,690.6
Myanmar,104,1980,40--44,Male,661.1
Myanmar,104,1985,40--44,Male,716.3
Myanmar,104,1990,40--44,Male,872.4
Myanmar,104,1995,40--44,Male,1198.7
Myanmar,104,2000,40--44,Male,1358.7
Myanmar,104,2005,40--44,Male,1464.3
Myanmar,104,2010,40--44,Male,1637.53
Myanmar,104,2015,40--44,Male,1872.31
Cambodia,116,1970,40--44,Male,158.6
Cambodia,116,1975,40--44,Male,163.8
Cambodia,116,1980,40--44,Male,106.4
Cambodia,116,1985,40--44,Male,148.8
Cambodia,116,1990,40--44,Male,187.5
Cambodia,116,1995,40--44,Male,231.3
Cambodia,116,2000,40--44,Male,279.6
Cambodia,116,2005,40--44,Male,335.5
Cambodia,116,2010,40--44,Male,387.07
Cambodia,116,2015,40--44,Male,416.77
Sri Lanka,144,1970,40--44,Male,330.4
Sri Lanka,144,1975,40--44,Male,344.1
Sri Lanka,144,1980,40--44,Male,373.84
Sri Lanka,144,1985,40--44,Male,413.26
Sri Lanka,144,1990,40--44,Male,497.17
Sri Lanka,144,1995,40--44,Male,531.68
Sri Lanka,144,2000,40--44,Male,633.63
Sri Lanka,144,2005,40--44,Male,669.7
Sri Lanka,144,2010,40--44,Male,699.53
Sri Lanka,144,2015,40--44,Male,688.71
China,156,1970,40--44,Male,21360.6
China,156,1975,40--44,Male,24381.7
China,156,1980,40--44,Male,25497.3
China,156,1985,40--44,Male,26426.6
China,156,1990,40--44,Male,33100.7
China,156,1995,40--44,Male,45595
China,156,2000,40--44,Male,43862.9
China,156,2005,40--44,Male,49257.02
China,156,2010,40--44,Male,62650.3
China,156,2015,40--44,Male,60191.6
Cyprus,196,1970,40--44,Male,15.4
Cyprus,196,1975,40--44,Male,17.3
Cyprus,196,1980,40--44,Male,19.4
Cyprus,196,1985,40--44,Male,21.3
Cyprus,196,1990,40--44,Male,24.9
Cyprus,196,1995,40--44,Male,29.2
Cyprus,196,2000,40--44,Male,34.29
Cyprus,196,2005,40--44,Male,37.08
Cyprus,196,2010,40--44,Male,37.63
Cyprus,196,2015,40--44,Male,42.88
Georgia,268,1970,40--44,Male,177.9
